Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
41.1 green,,8466668556,http://www.thecrag.com/ascent/8466668556,Attempt,7a,,Sport,Sport,18m,,2,**,8466638340,http://www.thecrag.com/route/8466638340,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Genís,  Elena Ruiz",A nice/easy 7a where there's no much surprises in the holds. However balance and strength are pretty needed here.,Very Good,2023-10-15T00:00:00Z,2023-10-15T20:51:04Z,
97.1 pink,,8466653649,http://www.thecrag.com/ascent/8466653649,Attempt,6c,,Sport,Sport,19m,,1,**,8466638259,http://www.thecrag.com/route/8466638259,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Genís,  Elena Ruiz","Totally failed attempt because I was tired and my a bit injured finger wasn't helping. Anyway, I think is a nice route that we'll retry soon.",Very Good,2023-10-15T00:00:00Z,2023-10-15T20:48:57Z,
43.1 yellow,,8466652161,http://www.thecrag.com/ascent/8466652161,Onsight,6b+,,Sport,Sport,17m,,1,**,8466638178,http://www.thecrag.com/route/8466638178,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Genís,  Elena Ruiz",An interesting 6b+ where the holds are pretty special. Not so bad.,Very Good,2023-10-15T00:00:00Z,2023-10-15T20:47:43Z,
45.1 red,,8466647502,http://www.thecrag.com/ascent/8466647502,Attempt,6c+,,Sport,Sport,17m,,2,**,8466638097,http://www.thecrag.com/route/8466638097,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Not so successful attempt today at this one. Wall without overhanging but holds very small, so a good balance control is mandatory.",Very Good,2023-10-15T00:00:00Z,2023-10-15T20:46:08Z,
48.1 pink (2),,8466629856,http://www.thecrag.com/ascent/8466629856,Hang dog,6c,,Sport,Sport,17m,,2,***,8464015356,http://www.thecrag.com/route/8464015356,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Very fun route with not so big holds but good enough for a 6c. I wasn't able to send it because I couldn't save all the power during the route. Any way, recommended.",Classic,2023-10-15T00:00:00Z,2023-10-15T20:39:27Z,
53.1 black,,8466625911,http://www.thecrag.com/ascent/8466625911,Hang dog,6c,,Sport,Sport,20m,,3,***,8078267955,http://www.thecrag.com/route/8078267955,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Once again, another day, another attempt. And, once again, I was able to send it and I had to rest in the same bolt of the middle since I wasn't able to read it correctly.",Mega Classic,2023-10-15T00:00:00Z,2023-10-15T20:38:09Z,
58.1 green,,8466622485,http://www.thecrag.com/ascent/8466622485,Onsight,6b+,,Sport,Sport,17m,,1,**,8463990255,http://www.thecrag.com/route/8463990255,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Nice and expected 6b+. Nothing crazy, all holds were blunts.",Very Good,2023-10-15T00:00:00Z,2023-10-15T20:36:53Z,
56.1 yellow,,8464021032,http://www.thecrag.com/ascent/8464021032,Onsight,6a,,Sport,Sport,16m,,1,***,8463990174,http://www.thecrag.com/route/8463990174,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"After a season without climbing, good 6a for warm-up. No surprises and very readable.",Classic,2023-10-15T00:00:00Z,2023-10-15T13:13:25Z,
Gallifantes,,8242220922,http://www.thecrag.com/ascent/8242220922,Red point,6b,,Sport,Sport,20m,,2,**,5312374335,http://www.thecrag.com/route/5312374335,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Genís","So happy to red point this! After some months of the last attempt, this is done!",Classic,2023-09-05T00:00:00Z,2023-09-05T18:02:23Z,
Ave fenix,,8242116036,http://www.thecrag.com/ascent/8242116036,Onsight,6a+,,Sport,Sport,20m,,1,**,5312579181,http://www.thecrag.com/route/5312579181,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Genís",Very fun route. Nothing special. More technical than physical.,Classic,2023-09-05T00:00:00Z,2023-09-05T17:18:35Z,
Bavaresa,,8242113585,http://www.thecrag.com/ascent/8242113585,Onsight,6a,,Sport,Sport,20m,,4,**,5312579379,http://www.thecrag.com/route/5312579379,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Genís","As always, one of my favorites crags in the zone. Very nice warm-up.",Classic,2023-09-05T00:00:00Z,2023-09-05T17:17:29Z,
61.1 purple,,8227097865,http://www.thecrag.com/ascent/8227097865,Onsight,6b+,,Sport,Sport,17m,,1,***,8227085475,http://www.thecrag.com/route/8227085475,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Elena Ruiz,  Marc Klingenberg,  Quim Picó Mora,  Guillem Felis",Nice and special route. Holes are very round. A different type of route compared to the rest. Important to triple check each hold since there are multiple ways to hang from them.,Classic,2023-09-02T00:00:00Z,2023-09-02T16:24:48Z,
54.1 purple,,8227093305,http://www.thecrag.com/ascent/8227093305,Hang dog,6c,,Sport,Sport,17m,,1,***,8227085394,http://www.thecrag.com/route/8227085394,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Elena Ruiz,  Marc Klingenberg,  Quim Picó Mora,  Guillem Felis","Very technical route, even though nothing crazier than a 6c. I almost on-sighted it but in the last but one bolt I didn't read it correctly, where there was a big volume on the left that was helpful to use.",Classic,2023-09-02T00:00:00Z,2023-09-02T16:23:29Z,
83.1 red,,8227089294,http://www.thecrag.com/ascent/8227089294,Onsight,6a+,,Sport,Sport,16m,,1,***,8227085313,http://www.thecrag.com/route/8227085313,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Elena Ruiz,  Marc Klingenberg,  Quim Picó Mora,  Guillem Felis",Nice warm-up route with some overhanging but very good holes.,Classic,2023-09-02T00:00:00Z,2023-09-02T16:20:36Z,
57.1 white,,8197125237,http://www.thecrag.com/ascent/8197125237,Onsight,6b,,Sport,Sport,16m,,1,***,8197072614,http://www.thecrag.com/route/8197072614,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Guillem Felis,  Genís","Very recommended route, one of my favorites in the climbing gym! Not so intense in terms of power but very technical, where balance is crutial.",Mega Classic,2023-08-27T00:00:00Z,2023-08-27T21:55:20Z,
86.1.1 purple,,8197118883,http://www.thecrag.com/ascent/8197118883,Onsight,6c+,,Sport,Sport,16m,,1,***,8197072533,http://www.thecrag.com/route/8197072533,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Guillem Felis,  Genís","Very fun but also technical route, being my style. Balance is very important if you want to be efficient for the last part, where you need more power. Very happy to send my 6c+ on-sight. However, being honest with myself, it's an easier 6c+ than the average.",Classic,2023-08-27T00:00:00Z,2023-08-27T21:53:33Z,
81.1 turquesa,,8197111515,http://www.thecrag.com/ascent/8197111515,Onsight,6b,,Sport,Sport,17m,,1,**,8197072452,http://www.thecrag.com/route/8197072452,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Guillem Felis,  Genís",Nice 6b with pretty good hand holes but very physical. There's no much rest places during the route so being efficient is important.,Very Good,2023-08-27T00:00:00Z,2023-08-27T21:51:19Z,
117.1 black,,8197088931,http://www.thecrag.com/ascent/8197088931,Attempt,7a,,Sport,Sport,18m,,1,*,8197072371,http://www.thecrag.com/route/8197072371,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Guillem Felis,  Genís","The first part is okay. But then, when the overhanging part starts, it becomes a bit harder than a 7a in my opinion. Not so good hand holes knowing the grade marked and the overhang. I couldn't even finish it but worth a try anyway.",Good,2023-08-27T00:00:00Z,2023-08-27T21:50:09Z,
115.1 green,,8197085463,http://www.thecrag.com/ascent/8197085463,Onsight,6b+,,Sport,Sport,19m,,1,***,8197072290,http://www.thecrag.com/route/8197072290,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Guillem Felis,  Genís","What an overhanging route. Very long part where being efficient is crutial if you want to send it. The holes are nice but there are sometimes that they are a bit far away, so you need some power. The reason why being efficient is a must.",Classic,2023-08-27T00:00:00Z,2023-08-27T21:48:20Z,
102.1 lime green,,8197083804,http://www.thecrag.com/ascent/8197083804,Onsight,6b+,,Sport,Sport,17m,,1,***,8197072203,http://www.thecrag.com/route/8197072203,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Guillem Felis,  Genís","Fun route with a bit of overhanging in the middle. Intuitive and even though looks physical, it's manageable.",Classic,2023-08-27T00:00:00Z,2023-08-27T21:46:20Z,
32.1 red,,8197082775,http://www.thecrag.com/ascent/8197082775,Onsight,6a+,,Sport,Sport,15m,,1,**,8197072080,http://www.thecrag.com/route/8197072080,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Guillem Felis,  Genís",Nice 6a+ for warm-up during today's session. Very intuitive and nothing crazy.,Very Good,2023-08-27T00:00:00Z,2023-08-27T21:44:51Z,
48.1 pink,,8156840274,http://www.thecrag.com/ascent/8156840274,Onsight,6b+,,Sport,Sport,17m,,1,***,8156619813,http://www.thecrag.com/route/8156619813,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Andreu,  Elena Ruiz,  Ferran Noguera,  Marc Klingenberg",Pretty special route where the hands are all rounded. Very fun and recommended.,Classic,2023-08-20T00:00:00Z,2023-08-20T17:01:39Z,
53.1 black,,8156405553,http://www.thecrag.com/ascent/8156405553,Hang dog,6c,,Sport,Sport,20m,,3,***,8078267955,http://www.thecrag.com/route/8078267955,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Andreu,  Elena Ruiz,  Ferran Noguera,  Marc Klingenberg","Another attempt today of a route I tried 3 weeks ago. Since it's very physical, and I wasn't at 100%, I couldn't send it.",Mega Classic,2023-08-20T00:00:00Z,2023-08-20T15:48:49Z,
42.1 purple,,8156393670,http://www.thecrag.com/ascent/8156393670,Onsight,5c,,Sport,Sport,15m,,1,**,8156385546,http://www.thecrag.com/route/8156385546,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Andreu,  Elena Ruiz,  Ferran Noguera,  Marc Klingenberg","Nice warm-up for today's session. Nothing crazy, a great 5c.",Very Good,2023-08-20T00:00:00Z,2023-08-20T15:44:55Z,
41.1 white,,8078312217,http://www.thecrag.com/ascent/8078312217,Onsight,6c,,Sport,Sport,17m,,1,***,8078268036,http://www.thecrag.com/route/8078268036,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz,  Andreu,  Genís,  Guillem Felis","My first 6c on sight! Very technical route where balance is crucial, rather than power or strength. Very proud and happy for this crag!",Classic,2023-08-05T00:00:00Z,2023-08-05T23:06:01Z,
53.1 black,,8078311476,http://www.thecrag.com/ascent/8078311476,Hang dog,6c,,Sport,Sport,20m,,3,***,8078267955,http://www.thecrag.com/route/8078267955,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz,  Andreu,  Genís,  Guillem Felis","Very surprised by this crag. It looked very physical and indeed it is, but applying good techniques it makes the crag easier. I wasn't able to on sight it because I got lost in the middle but I feel I'll red point it next day.",Mega Classic,2023-08-05T00:00:00Z,2023-08-05T23:04:59Z,
41.2 red,,8078310147,http://www.thecrag.com/ascent/8078310147,Attempt,6c+,,Sport,Sport,17m,,1,**,8078267874,http://www.thecrag.com/route/8078267874,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz,  Andreu,  Genís,  Guillem Felis","It's a 6c+, but what a 6c+! Very technical, physical and balance is crucial. Small holds and slippery feet. I abandoned the project but I feel I'll give a second chance in the future.",Very Good,2023-08-05T00:00:00Z,2023-08-05T23:03:26Z,
42.2 blue,,8078306169,http://www.thecrag.com/ascent/8078306169,Onsight,6b+,,Sport,Sport,16m,,1,***,8078267793,http://www.thecrag.com/route/8078267793,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz,  Andreu,  Genís,  Guillem Felis",Technical route where you need to be very efficient for having enough strength during the full crag.,Classic,2023-08-05T00:00:00Z,2023-08-05T23:00:14Z,
104.1 white,,8078304867,http://www.thecrag.com/ascent/8078304867,Onsight,6b,,Sport,Sport,20m,,1,***,8078267712,http://www.thecrag.com/route/8078267712,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz,  Andreu,  Genís,  Guillem Felis","A nice crag with nice hands but decently physical in the middle, but doable and a classic 6b.",Classic,2023-08-05T00:00:00Z,2023-08-05T22:58:35Z,
90.1 white,,8078296893,http://www.thecrag.com/ascent/8078296893,Onsight,5c,,Sport,Sport,15m,,1,***,8078255046,http://www.thecrag.com/route/8078255046,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,"Ana Mestre,  Elena Ruiz,  Andreu,  Genís,  Guillem Felis",First crag of the day as a warm-up and for doing the course for getting the certificate for doing lead climbing on the gym.,Classic,2023-08-05T00:00:00Z,2023-08-05T22:55:12Z,
Sunsplash,,8064262527,http://www.thecrag.com/ascent/8064262527,Hang dog,6b,,Sport,Sport,25m,,2,**,2355940125,http://www.thecrag.com/route/2355940125,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - Les casetes d'en Muntaner - Est Esquerra - Rototom,"Quim Picó Mora,  Ana Mestre,  Guillem Felis","After some months of the first try, I fell in the same damn spot. Actually, three times. I'll try to do it again another day.",Very Good,2023-08-02T00:00:00Z,2023-08-02T19:12:36Z,
Vitrubio,,8064149967,http://www.thecrag.com/ascent/8064149967,Onsight,6a,,Sport,Sport,25m,,1,**,2355939534,http://www.thecrag.com/route/2355939534,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - Les casetes d'en Muntaner - Est Esquerra - Rototom,"Quim Picó Mora,  Ana Mestre,  Guillem Felis","Super fun and nice crag, long enough and very easy to read. The crux is almost in the end.",Classic,2023-08-02T00:00:00Z,2023-08-02T17:55:54Z,
Xut Norris,,7926735744,http://www.thecrag.com/ascent/7926735744,Hang dog,6b,,Sport,Sport,15m,,2,**,5312674605,http://www.thecrag.com/route/5312674605,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Quim Picó Mora,"One of my favorites crags in La Cascada. There's only one serious crux between the third and forth bolt. But once you seen in, it's doable to red point it.",Mega Classic,2023-07-09T00:00:00Z,2023-07-09T18:59:23Z,
Fantasías animadas,,7926423702,http://www.thecrag.com/ascent/7926423702,Onsight,6a,,Sport,Sport,15m,,1,**,6119356068,http://www.thecrag.com/route/6119356068,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Quim Picó Mora,"Nice and fun crux, also very physical, in the last but one bolt.",Classic,2023-07-09T00:00:00Z,2023-07-09T17:49:07Z,
Don Eduardo el pícaro,,7926420489,http://www.thecrag.com/ascent/7926420489,Onsight,5+,,Sport,Sport,15m,,2,*,6119355969,http://www.thecrag.com/route/6119355969,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Quim Picó Mora,Nice warm-up of today's session where the crux is in the last but one bolt.,Classic,2023-07-09T00:00:00Z,2023-07-09T17:48:30Z,
El Caloret,,7892135622,http://www.thecrag.com/ascent/7892135622,Hang dog,6a+,,Sport,Sport,8m,,1,,2396800050,http://www.thecrag.com/route/2396800050,Spain,http://www.thecrag.com/area/11747395,Capolat,http://www.thecrag.com/area/2356206138,Capolat - Coforb - Ca n'Hug,"Marc Klingenberg,  Genís",Very fun crag where the hands are great but it's easy to get lost id you don't read it. I felt because a foot broke between the last and last but one bolts.,,2023-07-02T00:00:00Z,2023-07-02T18:14:52Z,
Mataconills,,7891581597,http://www.thecrag.com/ascent/7891581597,Hang dog,6b,,Sport,Sport,12m,,2,*,2396787078,http://www.thecrag.com/route/2396787078,Spain,http://www.thecrag.com/area/11747395,Capolat,http://www.thecrag.com/area/2356206138,Capolat - Coforb - Ca n'Hug,"Marc Klingenberg,  Genís","Compared to the previous attempt, better but still far away to send it.",Good,2023-07-02T00:00:00Z,2023-07-02T15:43:23Z,
Mataconills,,7891577631,http://www.thecrag.com/ascent/7891577631,Hang dog,6b,,Sport,Sport,12m,,2,*,2396787078,http://www.thecrag.com/route/2396787078,Spain,http://www.thecrag.com/area/11747395,Capolat,http://www.thecrag.com/area/2356206138,Capolat - Coforb - Ca n'Hug,"Marc Klingenberg,  Genís",An interesting conglomerate crag where the beginning (first 2 bolts) and the last but one bolt are pretty difficult to read and small hands. I felt in these two parts.,Good,2023-07-02T00:00:00Z,2023-07-02T15:40:28Z,
Peus de porc,,7890920496,http://www.thecrag.com/ascent/7890920496,Onsight,6a,,Sport,Sport,10m,,1,**,2396787288,http://www.thecrag.com/route/2396787288,Spain,http://www.thecrag.com/area/11747395,Capolat,http://www.thecrag.com/area/2356206138,Capolat - Coforb - Ca n'Hug,"Marc Klingenberg,  Genís",Interesting conglomerate type of crag with decent pockets and very easy to read. It's all fine where the final part is the one most difficult to read. Well equipped and with a carabinier on the top.,Very Good,2023-07-02T00:00:00Z,2023-07-02T12:32:56Z,
Quintu,,7890860376,http://www.thecrag.com/ascent/7890860376,Hang dog,5+,,Sport,Sport,8m,,1,**,2396787498,http://www.thecrag.com/route/2396787498,Spain,http://www.thecrag.com/area/11747395,Capolat,http://www.thecrag.com/area/2356206138,Capolat - Coforb - Ca n'Hug,"Marc Klingenberg,  Genís","A nice definition of a conglomerate, where it's definitely not something I'm use to. I felt in the last but one bolt, where the most difficult part is.",Good,2023-07-02T00:00:00Z,2023-07-02T12:10:10Z,
D5,,7842986604,http://www.thecrag.com/ascent/7842986604,Hang dog,6b,,Sport,Sport,18m,,1,**,341671587,http://www.thecrag.com/route/341671587,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Sector Clàssic,Genís,"A fun crag with a overhanging part, where the crux was. However, reading the route well, it's pretty possible to send it. Very recommended crag.",Classic,2023-06-22T00:00:00Z,2023-06-24T11:11:07Z,
D16,,7842983181,http://www.thecrag.com/ascent/7842983181,Red point,6a,,Sport,Sport,12m,,2,**,9024582672,http://www.thecrag.com/route/9024582672,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Sector Clàssic,Genís,"In the same session I was able to red-point it. The crux of the crag is the first two bolts, the rest is fine. But, because of the beginning, I would say is a 6a+.",Good,2023-06-22T00:00:00Z,2023-06-24T11:08:46Z,
D16,,7842973098,http://www.thecrag.com/ascent/7842973098,Attempt,6a,,Sport,Sport,12m,,2,**,9024582672,http://www.thecrag.com/route/9024582672,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Sector Clàssic,Genís,"The first two bolts were pretty challenging, and doing it in sight was difficult. The reason why, after doing that part, I decided to go down and try it again for the ground.",Good,2023-06-22T00:00:00Z,2023-06-24T11:07:28Z,
D15,,7842963387,http://www.thecrag.com/ascent/7842963387,Onsight,5c,,Sport,Sport,15m,,1,*,9024582585,http://www.thecrag.com/route/9024582585,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Sector Clàssic,Genís,"The first bolt is pretty far, but doesn't feel unsafe. The crag is, in my opinion, more difficult than the grade given. It's a 5c+/6a for me.",Good,2023-06-22T00:00:00Z,2023-06-24T11:05:23Z,
Geometría variable,,7803726381,http://www.thecrag.com/ascent/7803726381,Onsight,6a+,,Sport,Sport,14m,,1,*,1515156420,http://www.thecrag.com/route/1515156420,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Ana Mestre,  Marc Klingenberg,  Genís","Nice route with a fun chimney, but with a lot of sand and spiders, making the route more difficult than expected. So, it's a 6a+ hard for me.",Average,2023-06-18T00:00:00Z,2023-06-18T19:30:14Z,
Blade runner,,7803448047,http://www.thecrag.com/ascent/7803448047,Onsight,6a,,Sport,Sport,14m,,1,*,1515156594,http://www.thecrag.com/route/1515156594,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Ana Mestre,  Marc Klingenberg,  Genís","Interesting crag where the hands are very round, very different than the type of crags of this area. I would consider a 6A hard though.",Classic,2023-06-18T00:00:00Z,2023-06-18T18:21:59Z,
Rodarocs,,7802944815,http://www.thecrag.com/ascent/7802944815,Onsight,6b,,Sport,Sport,27m,,1,**,348550515,http://www.thecrag.com/route/348550515,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Ana Mestre,  Marc Klingenberg,  Genís","A wonderful super long crag that I enjoyed a lot! Really good hands and clear movements but very long, so being efficient is crutial.",Mega Classic,2023-06-18T00:00:00Z,2023-06-18T16:39:50Z,
Sorralet,,7801583016,http://www.thecrag.com/ascent/7801583016,Onsight,5,,Sport,Sport,17m,,1,**,6781072437,http://www.thecrag.com/route/6781072437,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Ana Mestre,  Marc Klingenberg,  Genís",Nice chimney with a lot of sand. Easy but you have to know how to handle chimneys.,,2023-06-18T00:00:00Z,2023-06-18T14:26:43Z,
Hex,,7801561446,http://www.thecrag.com/ascent/7801561446,Onsight,6a+,,Sport,Sport,15m,,1,*,348580044,http://www.thecrag.com/route/348580044,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Elena Ruiz,  Ana Mestre,  Marc Klingenberg,  Genís",Nice crag for warm-up with the crux in the middle. An standard 6a+ which no many surprises.,Classic,2023-06-18T00:00:00Z,2023-06-18T14:25:45Z,
Bavaresa,,7790185218,http://www.thecrag.com/ascent/7790185218,Onsight,6a,,Sport,Sport,20m,,4,**,5312579379,http://www.thecrag.com/route/5312579379,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Ana Mestre,  Genís,  Marc Klingenberg","Last crag of the day enjoying it as its full. This second time I dit it (last time was some months ago), I can confirm that it's an actual 6A rather than 5+.",Classic,2023-06-15T00:00:00Z,2023-06-15T21:10:22Z,
Txumari Democràtic,,7789401972,http://www.thecrag.com/ascent/7789401972,Red point,6c,,Sport,Sport,15m,,9,**,5312692281,http://www.thecrag.com/route/5312692281,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Ana Mestre,  Genís,  Marc Klingenberg","Finally I was able to send it from the ground! Super happy about it! After 8 attempts, I have all the movements in my head, so it was pretty doable today",Classic,2023-06-15T00:00:00Z,2023-06-15T18:08:16Z,
Ballenato,,7789294524,http://www.thecrag.com/ascent/7789294524,Onsight,6a+,,Sport,Sport,20m,,1,**,5312579280,http://www.thecrag.com/route/5312579280,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Ana Mestre,  Genís,  Marc Klingenberg","Nice route with a combination of different types of climbing. Fun meanwhile I was warming up for this session. However, I would say is a 6a+ hard.",Classic,2023-06-15T00:00:00Z,2023-06-15T17:32:19Z,
JOE SMOKES CRACK,,7767830055,http://www.thecrag.com/ascent/7767830055,Onsight,VD,,Trad,Free solo,8m,,1,***,7282929570,http://www.thecrag.com/route/7282929570,Ireland,http://www.thecrag.com/area/11747323,The Burren,http://www.thecrag.com/area/11880817,The Burren - Ailladie - Ballyryan,Elena Ruiz,"Meanwhile visiting The Burren we realized, by surprise, that there was a wall full of routes to be climbed. Since we weren't bringing any material, I decided to climb this one like a ""souvenir"" from the area. Pretty easy and fun solo route.",Classic,2023-06-11T00:00:00Z,2023-06-11T14:54:14Z,
The NWMC Route,,7752008178,http://www.thecrag.com/ascent/7752008178,Onsight,D,,Trad,Free solo,300m,,1,***,3179223450,http://www.thecrag.com/route/3179223450,Ireland,http://www.thecrag.com/area/11747323,Errigal,http://www.thecrag.com/area/3179215974,Errigal,Elena Ruiz,"Totally unexpected experience since we were planning to only hike Errigal. However, we found a person around the route very fan of scrambling and he recommended us this route, along with Tower Ridge (which we didn't do it).

We've decided to do it as is (without rope) since it felt always super safe. I think today we discovered a new passion, combining hiking and climbing: scrambling.",Classic,2023-06-08T00:00:00Z,2023-06-08T22:49:30Z,
